time_s,agent_id,x,y,base_speed,desired_speed,speed_factor,extinction_per_m
96.06,42,24.21837267520525,10.579998152618282,1.2,1.1031161473087818,0.9192634560906515,1.0
96.06,43,25.612927555684298,10.581376840757141,1.2,1.1031161473087818,0.9192634560906515,1.0
96.06,44,27.007525264678705,10.714983307314778,1.2,1.1031161473087818,0.9192634560906515,1.0
96.06,45,23.156447591853805,11.438863193805224,1.2,1.1031161473087818,0.9192634560906515,1.0
96.06,46,18.373391729190015,8.794615576012449,1.2,1.1031161473087818,0.9192634560906515,1.0
96.06,47,19.158863229290198,7.66349447728641,1.2,1.1031161473087818,0.9192634560906515,1.0
96.06,48,19.593429212296233,8.141145169766626,1.2,1.1031161473087818,0.9192634560906515,1.0
96.06,49,19.036656987015135,4.5266446297090175,1.2,1.1031161473087818,0.9192634560906515,1.0
96.17,42,24.338580032317505,10.587566617925722,1.2,1.1031161473087818,0.9192634560906515,1.0
96.17,43,25.734004807051964,10.584350515572247,1.2,1.1031161473087818,0.9192634560906515,1.0
96.17,44,27.12885945718773,10.716426590055539,1.2,1.1031161473087818,0.9192634560906515,1.0
96.17,45,23.27778544529876,11.43995619803861,1.2,1.1031161473087818,0.9192634560906515,1.0
96.17,46,18.345158201643237,8.912628021369184,1.2,1.1031161473087818,0.9192634560906515,1.0
96.17,47,19.145693006965498,7.784120388745476,1.2,1.1031161473087818,0.9192634560906515,1.0
96.17,48,19.580785845127835,8.261827415508295,1.2,1.1031161473087818,0.9192634560906515,1.0
96.17,49,19.04613837348694,4.647616414218704,1.2,1.1031161473087818,0.9192634560906515,1.0
96.28,42,24.45887989346908,10.59514079872447,1.2,1.1031161473087818,0.9192634560906515,1.0
96.28,43,25.855093722691212,10.58732448229459,1.2,1.1031161473087818,0.9192634560906515,1.0
96.28,44,27.25019365005277,10.717869842866104,1.2,1.1031161473087818,0.9192634560906515,1.0
96.28,45,23.399123297636855,11.441049325141291,1.2,1.1031161473087818,0.9192634560906515,1.0
96.28,46,18.316925561050578,9.03064067891908,1.2,1.1031161473087818,0.9192634560906515,1.0
96.28,47,19.132730820022406,7.904768836037514,1.2,1.1031161473087818,0.9192634560906515,1.0
96.28,48,19.567798863420876,8.382473169838157,1.2,1.1031161473087818,0.9192634560906515,1.0
96.28,49,19.055619759958745,4.7685881987283905,1.2,1.1031161473087818,0.9192634560906515,1.0
96.39,42,24.57926534596451,10.602720261839258,1.2,1.1031161473087818,0.9192634560906515,1.0
96.39,43,25.97619326298269,10.59029871642355,1.2,1.1031161473087818,0.9192634560906515,1.0
96.39,44,27.371527843285378,10.719313064774626,1.2,1.1031161473087818,0.9192634560906515,1.0
96.39,45,23.52046114887927,11.44214257385856,1.2,1.1031161473087818,0.9192634560906515,1.0
96.39,46,18.2886937388633,9.148653532256406,1.2,1.1031161473087818,0.9192634560906515,1.0
96.39,47,19.11995359899911,8.025437015032796,1.2,1.1031161473087818,0.9192634560906515,1.0
96.39,48,19.554476110218484,8.503082308386222,1.2,1.1031161473087818,0.9192634560906515,1.0
96.39,49,19.06510114643055,4.889559983238077,1.2,1.1031161473087818,0.9192634560906515,1.0
96.49,42,24.68877563503289,10.609614934825741,1.2,1.1031161473087818,0.9192634560906515,1.0
96.49,43,26.086292188288635,10.593002779282722,1.2,1.1031161473087818,0.9192634560906515,1.0
96.49,44,27.481831655645045,10.720625056945444,1.2,1.1031161473087818,0.9192634560906515,1.0
96.49,45,23.630768285433476,11.443136540529993,1.2,1.1031161473087818,0.9192634560906515,1.0
96.49,46,18.263029105752445,9.255938102217732,1.2,1.1031161473087818,0.9192634560906515,1.0
